UserID,TrialNumber,Chart,Actual,Response,Accuracy
4Ds8_Q,20,radial_bar_chart,74.02597403,55,4.259345865
4Ds8_Q,21,pie_chart,46.23655914,45,0.4452596477
4Ds8_Q,22,radial_bar_chart,47.19101124,10,5.221722877
4Ds8_Q,23,radial_bar_chart,30.3030303,5,4.668347808
4Ds8_Q,24,pie_chart,41.33333333,36,2.448460501
4Ds8_Q,25,bar_chart,50.50505051,55,2.20787708
4Ds8_Q,26,pie_chart,76.11940299,80,2.002017285
4Ds8_Q,27,bar_chart,40,55,3.918863237
4Ds8_Q,28,pie_chart,22.91666667,23,-2.263034406
4Ds8_Q,29,radial_bar_chart,64.70588235,15,5.638968215
4Ds8_Q,30,radial_bar_chart,70.27027027,33,5.224783905
4Ds8_Q,31,bar_chart,68.57142857,70,0.6355885738
4Ds8_Q,32,bar_chart,75,75,-3
4Ds8_Q,33,bar_chart,76.92307692,80,1.678938649
4Ds8_Q,34,radial_bar_chart,20.73170732,25,2.135302616
4Ds8_Q,35,bar_chart,46.23655914,40,2.669380396
4Ds8_Q,36,radial_bar_chart,85.22727273,60,4.66404318
4Ds8_Q,37,bar_chart,60.21505376,60,-1.556165236
4Ds8_Q,38,radial_bar_chart,16.66666667,11,2.533978572
4Ds8_Q,39,pie_chart,69.51219512,75,2.488721907
4Ds8_Q,40,radial_bar_chart,33.70786517,17,4.073208858
4Ds8_Q,41,radial_bar_chart,75.25773196,40,5.14497354
4Ds8_Q,42,pie_chart,14,14,-3
4Ds8_Q,43,bar_chart,86,90,2.044394119
4Ds8_Q,44,pie_chart,5.208333333,8,1.544320516
4Ds8_Q,45,pie_chart,14.70588235,15,-1.254572827
4Ds8_Q,46,bar_chart,97.33333333,95,1.297680549
4Ds8_Q,47,bar_chart,22.82608696,22,-0.07235084422
4Ds8_Q,48,pie_chart,98.61111111,95,1.901537361
4Ds8_Q,49,bar_chart,16.66666667,18,0.5443205162
4Ds8_Q,50,pie_chart,30.3030303,33,1.496702496
4Ds8_Q,51,pie_chart,94.04761905,95,0.1075284643
4Ds8_Q,52,bar_chart,82.55813953,85,1.360004873
4Ds8_Q,53,bar_chart,33.33333333,38,2.26052755
4Ds8_Q,54,bar_chart,91.57894737,90,0.7688807742
4Ds8_Q,55,pie_chart,29.54545455,25,2.223562965
4Ds8_Q,56,bar_chart,65.51724138,60,2.496268387
4Ds8_Q,57,radial_bar_chart,29.78723404,8,4.453664675
4Ds8_Q,58,bar_chart,67.6056338,75,2.910611063
4Ds8_Q,59,radial_bar_chart,21.25,60,5.28077077
4Ds8_Q,60,pie_chart,42.22222222,45,1.537434131
Hf4IpA,1,bar_chart,55.76923077,60,2.122927522
Hf4IpA,2,bar_chart,70,70,-3
Hf4IpA,3,bar_chart,78.78787879,65,3.798349061
Hf4IpA,4,radial_bar_chart,29.41176471,15,3.861634314
Hf4IpA,5,radial_bar_chart,48.71794872,25,4.575490763
Hf4IpA,6,pie_chart,27.71084337,25,1.503777853
Hf4IpA,7,pie_chart,36.9047619,35,1.021310506
Hf4IpA,8,radial_bar_chart,87.83783784,33,5.78038459
Hf4IpA,9,radial_bar_chart,100,98,1.087462841
Hf4IpA,10,bar_chart,69.64285714,75,2.454739923
Hf4IpA,11,bar_chart,38.88888889,35,2.005000681
Hf4IpA,12,pie_chart,97.87234043,98,-1.984733243
Hf4IpA,13,bar_chart,42.85714286,50,2.861530062
Hf4IpA,14,bar_chart,10.75268817,8,1.524910269
Hf4IpA,15,pie_chart,6.52173913,8,0.6810091882
Hf4IpA,16,pie_chart,33.33333333,25,3.080373416
Hf4IpA,17,radial_bar_chart,87.23404255,85,1.238201443
Hf4IpA,18,bar_chart,25.42372881,25,-0.8658347617
Hf4IpA,19,radial_bar_chart,42.26804124,98,5.80366512
Hf4IpA,20,bar_chart,90.16393443,95,2.310650026
Hf4IpA,21,pie_chart,81.13207547,98,4.08686226
Hf4IpA,22,radial_bar_chart,39.18918919,33,2.658597488
Hf4IpA,23,radial_bar_chart,45.45454545,100,5.772689465
Hf4IpA,24,bar_chart,72.22222222,70,1.230954435
Hf4IpA,25,bar_chart,65.93406593,60,2.599095405
Hf4IpA,26,pie_chart,45.05494505,50,2.342001382
Hf4IpA,27,radial_bar_chart,36.11111111,25,3.490070891
Hf4IpA,28,radial_bar_chart,44.89795918,10,5.130229081
Hf4IpA,29,pie_chart,26.31578947,20,2.687237536
Hf4IpA,30,radial_bar_chart,87.5,90,1.392317423
Hf4IpA,31,pie_chart,78.20512821,95,4.080646732
Hf4IpA,32,pie_chart,50,50,-3
Hf4IpA,33,radial_bar_chart,30,20,3.339850003
Hf4IpA,34,bar_chart,23.33333333,20,1.790076931
Hf4IpA,35,bar_chart,19.56521739,14,2.508483771
Hf4IpA,36,radial_bar_chart,69.23076923,80,3.445492428
Hf4IpA,37,radial_bar_chart,37.07865169,30,2.848728425
Hf4IpA,38,pie_chart,86.95652174,95,3.030067338
Hf4IpA,39,bar_chart,71.15384615,70,0.3548427174
Hf4IpA,40,pie_chart,69.33333333,95,4.688833098
Hf4IpA,41,pie_chart,30.76923077,30,-0.161280907
Hf4IpA,42,bar_chart,75.36231884,80,2.25177397
Hf4IpA,43,radial_bar_chart,81.63265306,80,0.8136503286
Hf4IpA,44,pie_chart,77.5862069,95,4.13247757
Hf4IpA,45,pie_chart,43.90243902,50,2.637508462
Hf4IpA,46,pie_chart,17.04545455,20,1.622717423
Hf4IpA,47,bar_chart,49.27536232,50,-0.2350803443
Hf4IpA,48,radial_bar_chart,52.17391304,45,2.867681633
Hf4IpA,49,radial_bar_chart,70,66,2.044394119
Hf4IpA,50,bar_chart,28.42105263,20,3.095258202
Hf4IpA,51,pie_chart,15.38461538,10,2.461951611
Hf4IpA,52,pie_chart,27.69230769,30,1.282553857
Hf4IpA,53,bar_chart,59.18367347,60,-0.08723283805
Hf4IpA,54,radial_bar_chart,9.210526316,7,1.223747701
Hf4IpA,55,pie_chart,82.08955224,95,3.704368234
Hf4IpA,56,bar_chart,71.42857143,80,3.12042304
Hf4IpA,57,radial_bar_chart,54.66666667,50,2.26052755
Hf4IpA,58,radial_bar_chart,18.05555556,50,5.003127456
Hf4IpA,59,pie_chart,81.81818182,90,3.054295977
Hf4IpA,60,bar_chart,78.125,85,2.807354922
iviSr7,1,pie_chart,37.11340206,30,2.855671245
iviSr7,2,radial_bar_chart,73.03370787,75,1.064394608
iviSr7,3,pie_chart,80.85106383,90,3.213181797
iviSr7,4,bar_chart,47.91666667,50,1.142957954
iviSr7,5,bar_chart,54.09836066,55,0.03792945563
iviSr7,6,bar_chart,50,50,-3
iviSr7,7,bar_chart,20.83333333,20,-0.06140054466
iviSr7,8,bar_chart,75.71428571,75,-0.2527660704
iviSr7,9,pie_chart,52.54237288,50,1.415419518
iviSr7,10,radial_bar_chart,78.57142857,85,2.712281331
iviSr7,11,pie_chart,14.66666667,10,2.26052755
iviSr7,12,pie_chart,52.94117647,50,1.616440732
iviSr7,13,pie_chart,25.53191489,30,2.199463516
iviSr7,14,bar_chart,14.70588235,10,2.272286719
iviSr7,15,radial_bar_chart,77.77777778,80,1.230954435
iviSr7,16,radial_bar_chart,84.375,90,2.523561956
iviSr7,17,pie_chart,45.09803922,30,3.92818451
iviSr7,18,radial_bar_chart,83.60655738,80,1.899777869
iviSr7,19,bar_chart,93.87755102,95,0.3189808108
iviSr7,20,pie_chart,39.13043478,30,3.210300764
iviSr7,21,radial_bar_chart,22.4137931,10,3.648326586
iviSr7,22,bar_chart,55.55555556,55,-0.5552151573
iviSr7,23,pie_chart,73.17073171,80,2.797898727
iviSr7,24,radial_bar_chart,83.01886792,80,1.652540611
iviSr7,25,radial_bar_chart,51.2195122,50,0.4270828409
iviSr7,26,bar_chart,79.59183673,80,-0.907350712
iviSr7,27,radial_bar_chart,23.46938776,98,6.222178814
iviSr7,28,pie_chart,12.72727273,10,1.512111935
iviSr7,29,bar_chart,13.23529412,15,0.9181617079
iviSr7,30,pie_chart,29.6875,20,3.294620749
iviSr7,31,radial_bar_chart,16,10,2.614709844
iviSr7,32,radial_bar_chart,69.47368421,70,-0.6185708934
iviSr7,33,radial_bar_chart,18.08510638,95,6.267533806
iviSr7,34,pie_chart,97.72727273,1,6.597713998
iviSr7,35,radial_bar_chart,27.41935484,30,1.435972646
iviSr7,36,radial_bar_chart,58.82352941,100,5.368121246
iviSr7,37,bar_chart,17.64705882,15,1.470957872
iviSr7,38,pie_chart,72.5,90,4.139551352
iviSr7,39,pie_chart,50.53763441,50,-0.5937149747
iviSr7,40,pie_chart,42.59259259,30,3.668753693
iviSr7,41,bar_chart,70,70,-3
iviSr7,42,pie_chart,28.57142857,20,3.12042304
iviSr7,43,bar_chart,43.93939394,45,0.2456247276
iviSr7,44,bar_chart,63.15789474,70,2.800559361
iviSr7,45,bar_chart,19.23076923,20,-0.161280907
iviSr7,46,bar_chart,85.71428571,90,2.14101231
iviSr7,47,radial_bar_chart,83.33333333,95,3.559695742
iviSr7,48,bar_chart,66.66666667,66,-0.3370349873
iviSr7,49,bar_chart,94.11764706,90,2.084964667
iviSr7,50,pie_chart,26.02739726,20,2.621148661
iviSr7,51,pie_chart,90,100,3.339850003
iviSr7,52,pie_chart,67.85714286,80,3.616811367
iviSr7,53,radial_bar_chart,88.63636364,0,6.471859927
iviSr7,54,pie_chart,41.02564103,80,5.28907305
iviSr7,55,radial_bar_chart,88.29787234,89,-0.2738180815
iviSr7,56,bar_chart,32.95454545,89,5.811739573
iviSr7,57,radial_bar_chart,63.41463415,89,4.684278234
iviSr7,58,bar_chart,36.06557377,90,5.756474295
iviSr7,59,radial_bar_chart,83.09859155,80,1.688668956
iviSr7,60,radial_bar_chart,32.18390805,80,5.583190865
r4SGxF,1,radial_bar_chart,87.20930233,75,3.624604209
r4SGxF,2,pie_chart,65.38461538,80,3.881702264
r4SGxF,3,bar_chart,47.61904762,45,1.456305518
r4SGxF,4,radial_bar_chart,22.72727273,25,1.26166757
r4SGxF,5,pie_chart,69.23076923,50,4.274691739
r4SGxF,6,pie_chart,90,90,-3
r4SGxF,7,bar_chart,73.07692308,80,2.81722967
r4SGxF,8,pie_chart,68.18181818,60,3.054295977
r4SGxF,9,radial_bar_chart,77.77777778,95,4.11663276
r4SGxF,10,bar_chart,28.20512821,30,0.9410099739
r4SGxF,11,pie_chart,42,33,3.189824559
r4SGxF,12,pie_chart,32.35294118,30,1.30914194
r4SGxF,13,pie_chart,15.78947368,20,2.116207142
r4SGxF,14,bar_chart,76.53061224,75,0.7273648239
r4SGxF,15,bar_chart,45,40,2.357552005
r4SGxF,16,radial_bar_chart,12.98701299,10,1.637848081
r4SGxF,17,radial_bar_chart,12.19512195,50,5.245262828
r4SGxF,18,pie_chart,77.94117647,80,1.12685628
r4SGxF,19,bar_chart,63.04347826,66,1.623642969
r4SGxF,20,radial_bar_chart,50,50,-3
r4SGxF,21,radial_bar_chart,38.94736842,100,5.934932351
r4SGxF,22,bar_chart,87.75510204,80,2.978214312
r4SGxF,23,radial_bar_chart,49.47368421,90,5.345230145
r4SGxF,24,radial_bar_chart,17.80821918,50,5.014211589
r4SGxF,25,bar_chart,42.85714286,40,1.57634937
r4SGxF,26,pie_chart,65.71428571,50,3.985435372
r4SGxF,27,bar_chart,39.62264151,33,2.754383328
r4SGxF,28,radial_bar_chart,6.315789474,10,1.929492025
r4SGxF,29,radial_bar_chart,42.64705882,75,5.021388276
r4SGxF,30,bar_chart,71.25,75,1.95419631
r4SGxF,31,radial_bar_chart,92.06349206,40,5.705659812
r4SGxF,32,radial_bar_chart,43.61702128,20,4.569370859
r4SGxF,33,bar_chart,89.8989899,90,-2.145540843
r4SGxF,34,bar_chart,13.51351351,20,2.724974675
r4SGxF,35,pie_chart,95.16129032,90,2.40225566
r4SGxF,36,pie_chart,96.15384615,100,1.989558253
r4SGxF,37,pie_chart,85.10638298,85,-2.111645356
r4SGxF,38,bar_chart,18.18181818,20,0.9584208962
r4SGxF,39,pie_chart,11.29032258,5,2.68152181
r4SGxF,40,radial_bar_chart,16.88311688,10,2.809026837
r4SGxF,41,pie_chart,53.7037037,50,1.936856017
r4SGxF,42,bar_chart,34.48275862,-33,6.079116914
r4SGxF,43,radial_bar_chart,18.33333333,15,1.790076931
r4SGxF,44,pie_chart,35.41666667,33,1.345774837
r4SGxF,45,bar_chart,89.70588235,90,-1.254572827
r4SGxF,46,bar_chart,86.2745098,80,2.6779614
